order_date,order_id,customer_id,customer,segment,channel,product_id,product,category,quantity,unit_price,discount_pct,line_total,returned
2025-09-10,1015,464,Cole Bauer,Regular,Paid Search,11,Phone Case,Electronics,1,78.98,0,78.98,0
2025-09-10,1015,464,Cole Bauer,Regular,Paid Search,27,Hand Cream,Beauty,1,11.54,0,11.54,1
2025-09-10,1016,465,Rowan Yamada,Champion,Direct,1,Crew Tee,Apparel,1,65.04,10,58.54,0
2025-09-10,1017,497,Nora Walsh,Champion,Referral,22,Scented Candle,Home,2,28.02,5,53.24,0
2025-09-10,1018,560,Iris Marsh,New,Paid Search,34,Running Belt,Sports,1,38.21,0,38.21,0
2025-09-10,1019,618,Leo Novak,Regular,Email,27,Hand Cream,Beauty,1,11.54,0,11.54,0
2025-09-10,1019,618,Leo Novak,Regular,Email,4,Joggers,Apparel,1,26.02,0,26.02,0
2025-09-10,1020,791,Ezra Park,Champion,Direct,3,Denim Jacket,Apparel,1,28.66,0,28.66,0
2025-09-10,1020,791,Ezra Park,Champion,Direct,39,RC Car,Toys,1,31.59,10,28.43,0
2025-09-10,1021,796,Quinn Park,Loyal,Referral,19,Cutting Board,Home,2,55.1,15,93.67,0
2025-09-10,1021,796,Quinn Park,Loyal,Referral,27,Hand Cream,Beauty,3,11.54,15,29.43,0
2025-09-10,1021,796,Quinn Park,Loyal,Referral,3,Denim Jacket,Apparel,1,28.66,25,21.5,0
2025-09-10,1021,796,Quinn Park,Loyal,Referral,8,Chino Pants,Apparel,1,19.13,10,17.22,0
2025-09-10,1022,820,Ivy Ahmed,Champion,Direct,11,Phone Case,Electronics,2,78.98,20,126.37,0
2025-09-10,1023,843,Nora Brooks,Champion,Email,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-09-10,1024,845,Noel Yamada,New,Social,7,Rain Shell,Apparel,1,47.38,0,47.38,0
2025-09-10,1024,845,Noel Yamada,New,Social,39,RC Car,Toys,1,31.59,0,31.59,0
2025-09-10,1025,852,Rowan Ahmed,Regular,Email,22,Scented Candle,Home,3,28.02,0,84.06,0
2025-09-10,1026,872,Quinn Brooks,Loyal,Paid Search,36,Puzzle 500pc,Toys,1,48.61,10,43.75,0
2025-09-10,1026,872,Quinn Brooks,Loyal,Paid Search,28,SPF 50 Lotion,Beauty,1,36.1,25,27.08,0
2025-09-10,1027,898,Leo Park,Champion,Organic,23,Vitamin C Serum,Beauty,1,44.82,20,35.86,0
2025-09-10,1027,898,Leo Park,Champion,Organic,29,Yoga Mat,Sports,2,9.44,20,15.1,0
2025-09-10,1028,911,Kai Hassan,Loyal,Email,17,Ceramic Mug,Home,3,41.86,5,119.3,0
2025-09-10,1029,914,Hugo Okafor,Champion,Direct,40,Art Kit,Toys,1,28.28,20,22.62,0
2025-09-10,1030,944,Quinn Larsen,New,Email,26,Shampoo Bar,Beauty,3,6.56,0,19.68,0
2025-09-10,1031,991,Hugo Kowalski,Regular,Direct,12,Bluetooth Speaker,Electronics,2,17.16,0,34.32,0
2025-09-10,1032,1044,Riley Patel,New,Email,8,Chino Pants,Apparel,1,19.13,25,14.35,0
2025-09-10,1032,1044,Riley Patel,New,Email,5,Socks 3-Pack,Apparel,1,35.36,15,30.06,0
2025-09-10,1033,1127,Riley Okafor,Loyal,Organic,29,Yoga Mat,Sports,1,9.44,0,9.44,0
2025-09-10,1033,1127,Riley Okafor,Loyal,Organic,25,Sheet Mask,Beauty,1,31.09,0,31.09,0
2025-09-10,1034,1149,Devon Carter,Loyal,Referral,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-09-10,1034,1149,Devon Carter,Loyal,Referral,3,Denim Jacket,Apparel,2,28.66,10,51.59,0
2025-09-10,1034,1149,Devon Carter,Loyal,Referral,26,Shampoo Bar,Beauty,1,6.56,5,6.23,0
2025-09-10,1035,1228,Ezra Brooks,Loyal,Paid Search,30,Water Bottle,Sports,1,38.9,10,35.01,0
2025-09-10,1035,1228,Ezra Brooks,Loyal,Paid Search,29,Yoga Mat,Sports,2,9.44,25,14.16,0
2025-09-10,1036,1249,Ezra Reyes,Loyal,Social,21,Storage Bin,Home,1,54.01,10,48.61,1
2025-09-10,1036,1249,Ezra Reyes,Loyal,Social,17,Ceramic Mug,Home,1,41.86,10,37.67,0
2025-09-10,1037,1252,Jordan Romano,Regular,Direct,8,Chino Pants,Apparel,1,19.13,0,19.13,0
2025-09-10,1038,1338,Tessa Ibarra,Loyal,Email,3,Denim Jacket,Apparel,1,28.66,5,27.23,0
2025-09-10,1038,1338,Tessa Ibarra,Loyal,Email,8,Chino Pants,Apparel,2,19.13,10,34.43,0
2025-09-10,1038,1338,Tessa Ibarra,Loyal,Email,10,USB-C Cable,Electronics,1,62.97,10,56.67,0
2025-09-10,1039,1416,Avery Larsen,Champion,Email,34,Running Belt,Sports,1,38.21,5,36.3,0
2025-09-10,1039,1416,Avery Larsen,Champion,Email,17,Ceramic Mug,Home,1,41.86,5,39.77,0
2025-09-10,1040,1458,Mateo Okafor,Champion,Organic,12,Bluetooth Speaker,Electronics,1,17.16,5,16.3,0
2025-09-10,1041,1490,Rowan Ahmed,New,Paid Search,32,Foam Roller,Sports,1,32.11,0,32.11,0
2025-09-11,1042,12,Priya Fischer,Regular,Social,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-09-11,1043,61,Morgan Walsh,Loyal,Paid Search,30,Water Bottle,Sports,1,38.9,20,31.12,0
2025-09-11,1044,84,Hugo Osei,Regular,Email,39,RC Car,Toys,3,31.59,0,94.77,0
2025-09-11,1044,84,Hugo Osei,Regular,Email,2,Hoodie,Apparel,1,70.91,0,70.91,0
2025-09-11,1044,84,Hugo Osei,Regular,Email,30,Water Bottle,Sports,1,38.9,0,38.9,0
2025-09-11,1044,84,Hugo Osei,Regular,Email,38,Board Game,Toys,1,45.03,0,45.03,0
2025-09-11,1045,150,Devon Marsh,At-Risk,Direct,6,Beanie,Apparel,2,19.42,0,38.84,1
2025-09-11,1045,150,Devon Marsh,At-Risk,Direct,39,RC Car,Toys,1,31.59,0,31.59,1
2025-09-11,1046,249,Tessa Nguyen,New,Email,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-09-11,1046,249,Tessa Nguyen,New,Email,6,Beanie,Apparel,1,19.42,0,19.42,1
2025-09-11,1047,261,Jordan Park,Regular,Social,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-09-11,1047,261,Jordan Park,Regular,Social,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-09-11,1047,261,Jordan Park,Regular,Social,12,Bluetooth Speaker,Electronics,1,17.16,0,17.16,0
2025-09-11,1048,383,Maya Reyes,Loyal,Paid Search,13,Webcam,Electronics,1,34.21,10,30.79,0
2025-09-11,1049,385,Leo Walsh,Loyal,Referral,37,Plush Bear,Toys,1,29.03,0,29.03,0
2025-09-11,1050,407,Kai Ahmed,Loyal,Direct,3,Denim Jacket,Apparel,1,28.66,20,22.93,0
2025-09-11,1051,427,Wren Patel,Champion,Email,15,Smart Plug,Electronics,2,56.39,0,112.78,0
2025-09-11,1051,427,Wren Patel,Champion,Email,3,Denim Jacket,Apparel,1,28.66,0,28.66,0
2025-09-11,1052,452,Owen Reid,Champion,Social,36,Puzzle 500pc,Toys,2,48.61,0,97.22,0
2025-09-11,1052,452,Owen Reid,Champion,Social,31,Resistance Bands,Sports,1,54.49,0,54.49,0
2025-09-11,1052,452,Owen Reid,Champion,Social,23,Vitamin C Serum,Beauty,3,44.82,10,121.01,0
2025-09-11,1052,452,Owen Reid,Champion,Social,13,Webcam,Electronics,1,34.21,0,34.21,0
2025-09-11,1053,724,Harper Diaz,Champion,Referral,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-09-11,1053,724,Harper Diaz,Champion,Referral,39,RC Car,Toys,1,31.59,0,31.59,0
2025-09-11,1054,731,Kai Reid,Regular,Paid Search,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-09-11,1055,843,Nora Brooks,Champion,Email,7,Rain Shell,Apparel,1,47.38,0,47.38,0
2025-09-11,1056,844,Maya Hassan,Loyal,Organic,13,Webcam,Electronics,1,34.21,5,32.5,0
2025-09-11,1057,868,Taylor Reid,New,Direct,16,Throw Pillow,Home,1,41.05,0,41.05,0
2025-09-11,1058,873,Sasha Novak,Loyal,Email,20,Towel Set,Home,1,27.39,5,26.02,0
2025-09-11,1059,935,Quinn Tan,Champion,Social,32,Foam Roller,Sports,1,32.11,25,24.08,0
2025-09-11,1060,960,Morgan Reyes,Champion,Organic,19,Cutting Board,Home,1,55.1,10,49.59,0
2025-09-11,1061,963,Rowan Larsen,Loyal,Email,1,Crew Tee,Apparel,1,65.04,10,58.54,0
2025-09-11,1061,963,Rowan Larsen,Loyal,Email,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-09-11,1062,966,Reese Marsh,New,Organic,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-09-11,1062,966,Reese Marsh,New,Organic,33,Jump Rope,Sports,1,37.97,0,37.97,0
2025-09-11,1062,966,Reese Marsh,New,Organic,25,Sheet Mask,Beauty,3,31.09,0,93.27,0
2025-09-11,1063,1023,Wren Mendez,Champion,Email,20,Towel Set,Home,1,27.39,10,24.65,0
2025-09-11,1063,1023,Wren Mendez,Champion,Email,39,RC Car,Toys,2,31.59,0,63.18,0
2025-09-11,1064,1076,Owen Park,Champion,Social,13,Webcam,Electronics,1,34.21,10,30.79,0
2025-09-11,1064,1076,Owen Park,Champion,Social,4,Joggers,Apparel,1,26.02,5,24.72,0
2025-09-11,1064,1076,Owen Park,Champion,Social,26,Shampoo Bar,Beauty,1,6.56,0,6.56,0
2025-09-11,1065,1092,Jordan Diaz,Champion,Email,36,Puzzle 500pc,Toys,1,48.61,5,46.18,0
2025-09-11,1066,1178,Ivy Brooks,Champion,Paid Search,24,Lip Balm,Beauty,1,7.33,5,6.96,1
2025-09-11,1066,1178,Ivy Brooks,Champion,Paid Search,22,Scented Candle,Home,1,28.02,0,28.02,0
2025-09-11,1066,1178,Ivy Brooks,Champion,Paid Search,31,Resistance Bands,Sports,2,54.49,0,108.98,0
2025-09-11,1067,1220,Avery Larsen,Champion,Paid Search,5,Socks 3-Pack,Apparel,1,35.36,5,33.59,0
2025-09-11,1067,1220,Avery Larsen,Champion,Paid Search,29,Yoga Mat,Sports,3,9.44,0,28.32,0
2025-09-11,1068,1221,Jamie Marsh,Champion,Paid Search,13,Webcam,Electronics,1,34.21,0,34.21,0
2025-09-11,1069,1227,Quinn Cohen,Loyal,Paid Search,17,Ceramic Mug,Home,3,41.86,20,100.46,0
2025-09-11,1070,1250,Reese Yamada,Loyal,Direct,27,Hand Cream,Beauty,1,11.54,0,11.54,0
2025-09-11,1071,1299,Leo Walsh,Loyal,Paid Search,38,Board Game,Toys,3,45.03,25,101.32,1
2025-09-11,1072,1420,Riley Yamada,Loyal,Email,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-09-11,1072,1420,Riley Yamada,Loyal,Email,35,Building Blocks,Toys,1,26.57,10,23.91,0
2025-09-11,1073,1430,Taylor Cohen,Regular,Paid Search,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-09-11,1073,1430,Taylor Cohen,Regular,Paid Search,5,Socks 3-Pack,Apparel,1,35.36,0,35.36,0
2025-09-11,1073,1430,Taylor Cohen,Regular,Paid Search,9,Wireless Earbuds,Electronics,2,53.4,0,106.8,0
2025-09-11,1073,1430,Taylor Cohen,Regular,Paid Search,23,Vitamin C Serum,Beauty,3,44.82,0,134.46,1
2025-09-11,1074,1487,Noel Flynn,Loyal,Email,15,Smart Plug,Electronics,1,56.39,5,53.57,0
2025-09-11,1074,1487,Noel Flynn,Loyal,Email,2,Hoodie,Apparel,1,70.91,0,70.91,0
2025-09-12,1075,47,Maya Yamada,At-Risk,Social,15,Smart Plug,Electronics,1,56.39,0,56.39,0
2025-09-12,1075,47,Maya Yamada,At-Risk,Social,40,Art Kit,Toys,1,28.28,0,28.28,0
2025-09-12,1076,157,Casey Carter,Champion,Direct,23,Vitamin C Serum,Beauty,1,44.82,25,33.62,0
2025-09-12,1076,157,Casey Carter,Champion,Direct,2,Hoodie,Apparel,3,70.91,10,191.46,0
2025-09-12,1077,160,Wren Kowalski,Champion,Email,13,Webcam,Electronics,1,34.21,0,34.21,0
2025-09-12,1078,164,Maya Carter,Regular,Social,16,Throw Pillow,Home,2,41.05,0,82.1,0
2025-09-12,1078,164,Maya Carter,Regular,Social,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-09-12,1078,164,Maya Carter,Regular,Social,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-09-12,1079,197,Leo Marsh,Champion,Paid Search,8,Chino Pants,Apparel,3,19.13,10,51.65,0
2025-09-12,1079,197,Leo Marsh,Champion,Paid Search,3,Denim Jacket,Apparel,1,28.66,0,28.66,0
2025-09-12,1080,290,Lila Ahmed,New,Paid Search,19,Cutting Board,Home,2,55.1,10,99.18,0
2025-09-12,1081,329,Riley Bauer,Champion,Email,13,Webcam,Electronics,1,34.21,0,34.21,0
2025-09-12,1081,329,Riley Bauer,Champion,Email,28,SPF 50 Lotion,Beauty,3,36.1,0,108.3,0
2025-09-12,1082,336,Casey Ahmed,Champion,Organic,1,Crew Tee,Apparel,1,65.04,10,58.54,0
2025-09-12,1082,336,Casey Ahmed,Champion,Organic,15,Smart Plug,Electronics,1,56.39,15,47.93,0
2025-09-12,1083,351,Owen Cohen,Champion,Organic,5,Socks 3-Pack,Apparel,1,35.36,0,35.36,0
2025-09-12,1083,351,Owen Cohen,Champion,Organic,34,Running Belt,Sports,2,38.21,10,68.78,0
2025-09-12,1083,351,Owen Cohen,Champion,Organic,34,Running Belt,Sports,1,38.21,0,38.21,0
2025-09-12,1084,360,Drew Yamada,Loyal,Referral,9,Wireless Earbuds,Electronics,1,53.4,15,45.39,0
2025-09-12,1084,360,Drew Yamada,Loyal,Referral,32,Foam Roller,Sports,2,32.11,25,48.17,0
2025-09-12,1085,381,Owen Khan,Loyal,Direct,39,RC Car,Toys,1,31.59,20,25.27,0
2025-09-12,1085,381,Owen Khan,Loyal,Direct,4,Joggers,Apparel,1,26.02,20,20.82,0
2025-09-12,1086,385,Leo Walsh,Loyal,Referral,12,Bluetooth Speaker,Electronics,1,17.16,10,15.44,1
2025-09-12,1087,397,Jordan Flynn,Champion,Organic,25,Sheet Mask,Beauty,1,31.09,15,26.43,0
2025-09-12,1087,397,Jordan Flynn,Champion,Organic,8,Chino Pants,Apparel,1,19.13,25,14.35,0
2025-09-12,1088,407,Kai Ahmed,Loyal,Direct,28,SPF 50 Lotion,Beauty,2,36.1,5,68.59,0
2025-09-12,1089,411,Rowan Larsen,Loyal,Referral,16,Throw Pillow,Home,1,41.05,10,36.95,0
2025-09-12,1090,425,Wren Carter,Regular,Referral,1,Crew Tee,Apparel,1,65.04,0,65.04,0
2025-09-12,1090,425,Wren Carter,Regular,Referral,21,Storage Bin,Home,1,54.01,0,54.01,0
2025-09-12,1091,486,Lila Romano,Champion,Organic,34,Running Belt,Sports,1,38.21,0,38.21,0
2025-09-12,1092,540,Owen Fischer,Regular,Social,14,Power Bank,Electronics,1,32.12,10,28.91,1
2025-09-12,1093,599,Noel Ibarra,Regular,Direct,11,Phone Case,Electronics,2,78.98,0,157.96,0
2025-09-12,1094,805,Leo Yamada,Champion,Email,6,Beanie,Apparel,2,19.42,0,38.84,0
2025-09-12,1095,841,Tessa Petrov,Champion,Paid Search,25,Sheet Mask,Beauty,1,31.09,15,26.43,0
2025-09-12,1095,841,Tessa Petrov,Champion,Paid Search,20,Towel Set,Home,1,27.39,10,24.65,0
2025-09-12,1096,856,Morgan Reid,Loyal,Referral,17,Ceramic Mug,Home,1,41.86,10,37.67,0
2025-09-12,1096,856,Morgan Reid,Loyal,Referral,14,Power Bank,Electronics,1,32.12,5,30.51,0
2025-09-12,1097,928,Casey Kowalski,Champion,Organic,37,Plush Bear,Toys,1,29.03,5,27.58,1
2025-09-12,1098,964,Noel Sullivan,Loyal,Paid Search,26,Shampoo Bar,Beauty,1,6.56,10,5.9,0
2025-09-12,1098,964,Noel Sullivan,Loyal,Paid Search,7,Rain Shell,Apparel,3,47.38,0,142.14,0
2025-09-12,1098,964,Noel Sullivan,Loyal,Paid Search,20,Towel Set,Home,3,27.39,0,82.17,0
2025-09-12,1099,995,Casey Park,New,Referral,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-09-12,1100,1048,Kai Ahmed,At-Risk,Paid Search,36,Puzzle 500pc,Toys,2,48.61,0,97.22,0
2025-09-12,1100,1048,Kai Ahmed,At-Risk,Paid Search,8,Chino Pants,Apparel,1,19.13,0,19.13,0
2025-09-12,1100,1048,Kai Ahmed,At-Risk,Paid Search,15,Smart Plug,Electronics,1,56.39,0,56.39,1
2025-09-12,1101,1056,Ezra Kowalski,Loyal,Organic,17,Ceramic Mug,Home,1,41.86,10,37.67,0
2025-09-12,1102,1076,Owen Park,Champion,Social,30,Water Bottle,Sports,1,38.9,10,35.01,0
2025-09-12,1103,1115,Lila Cohen,Regular,Referral,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-09-12,1103,1115,Lila Cohen,Regular,Referral,16,Throw Pillow,Home,2,41.05,0,82.1,0
2025-09-12,1103,1115,Lila Cohen,Regular,Referral,19,Cutting Board,Home,1,55.1,0,55.1,0
2025-09-12,1103,1115,Lila Cohen,Regular,Referral,1,Crew Tee,Apparel,2,65.04,0,130.08,0
2025-09-12,1104,1201,Devon Kowalski,Regular,Paid Search,22,Scented Candle,Home,1,28.02,10,25.22,0
2025-09-12,1105,1226,Quinn Ahmed,Champion,Referral,2,Hoodie,Apparel,1,70.91,0,70.91,0
2025-09-12,1106,1287,Ivy Ahmed,Champion,Email,38,Board Game,Toys,1,45.03,10,40.53,0
2025-09-12,1107,1296,Maya Ibarra,New,Social,35,Building Blocks,Toys,1,26.57,0,26.57,1
2025-09-12,1108,1379,Rowan Petrov,Loyal,Paid Search,35,Building Blocks,Toys,1,26.57,5,25.24,0
2025-09-12,1109,1390,Jamie Diaz,Regular,Referral,34,Running Belt,Sports,2,38.21,20,61.14,0
2025-09-12,1110,1428,Leo Cohen,Loyal,Paid Search,22,Scented Candle,Home,1,28.02,10,25.22,0
2025-09-12,1110,1428,Leo Cohen,Loyal,Paid Search,3,Denim Jacket,Apparel,1,28.66,5,27.23,0
2025-09-12,1110,1428,Leo Cohen,Loyal,Paid Search,31,Resistance Bands,Sports,3,54.49,0,163.47,0
2025-09-12,1111,1467,Iris Tan,Regular,Direct,9,Wireless Earbuds,Electronics,1,53.4,10,48.06,0
2025-09-12,1111,1467,Iris Tan,Regular,Direct,28,SPF 50 Lotion,Beauty,1,36.1,25,27.08,0
2025-09-12,1111,1467,Iris Tan,Regular,Direct,3,Denim Jacket,Apparel,3,28.66,15,73.08,0
2025-09-12,1111,1467,Iris Tan,Regular,Direct,2,Hoodie,Apparel,1,70.91,25,53.18,0
2025-09-13,1112,25,Kai Ibarra,New,Paid Search,21,Storage Bin,Home,2,54.01,0,108.02,0
2025-09-13,1112,25,Kai Ibarra,New,Paid Search,21,Storage Bin,Home,1,54.01,0,54.01,0
2025-09-13,1112,25,Kai Ibarra,New,Paid Search,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-09-13,1113,51,Leo Osei,New,Organic,8,Chino Pants,Apparel,1,19.13,0,19.13,0
2025-09-13,1114,62,Devon Park,Loyal,Referral,5,Socks 3-Pack,Apparel,1,35.36,5,33.59,0
2025-09-13,1115,132,Tessa Nguyen,At-Risk,Social,17,Ceramic Mug,Home,1,41.86,25,31.4,0
2025-09-13,1115,132,Tessa Nguyen,At-Risk,Social,24,Lip Balm,Beauty,3,7.33,25,16.49,1
2025-09-13,1116,149,Maya Bauer,Regular,Social,25,Sheet Mask,Beauty,1,31.09,25,23.32,0
2025-09-13,1116,149,Maya Bauer,Regular,Social,11,Phone Case,Electronics,3,78.98,15,201.4,0
2025-09-13,1117,157,Casey Carter,Champion,Direct,23,Vitamin C Serum,Beauty,1,44.82,20,35.86,0
2025-09-13,1117,157,Casey Carter,Champion,Direct,23,Vitamin C Serum,Beauty,3,44.82,15,114.29,0
2025-09-13,1117,157,Casey Carter,Champion,Direct,26,Shampoo Bar,Beauty,1,6.56,10,5.9,0
2025-09-13,1118,212,Wren Hassan,Champion,Paid Search,6,Beanie,Apparel,3,19.42,10,52.43,0
2025-09-13,1118,212,Wren Hassan,Champion,Paid Search,23,Vitamin C Serum,Beauty,1,44.82,5,42.58,0
2025-09-13,1119,221,Noel Diaz,Champion,Email,1,Crew Tee,Apparel,1,65.04,10,58.54,0
2025-09-13,1120,241,Nora Flynn,Champion,Paid Search,14,Power Bank,Electronics,2,32.12,0,64.24,0
2025-09-13,1120,241,Nora Flynn,Champion,Paid Search,33,Jump Rope,Sports,2,37.97,5,72.14,0
2025-09-13,1121,272,Rowan Patel,Loyal,Organic,19,Cutting Board,Home,1,55.1,0,55.1,0
2025-09-13,1122,367,Avery Marsh,Regular,Social,11,Phone Case,Electronics,2,78.98,0,157.96,0
2025-09-13,1122,367,Avery Marsh,Regular,Social,39,RC Car,Toys,1,31.59,0,31.59,0
2025-09-13,1122,367,Avery Marsh,Regular,Social,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-09-13,1122,367,Avery Marsh,Regular,Social,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-09-13,1123,466,Mateo Osei,Loyal,Social,36,Puzzle 500pc,Toys,1,48.61,10,43.75,0
2025-09-13,1123,466,Mateo Osei,Loyal,Social,28,SPF 50 Lotion,Beauty,2,36.1,5,68.59,0
2025-09-13,1123,466,Mateo Osei,Loyal,Social,8,Chino Pants,Apparel,1,19.13,10,17.22,0
2025-09-13,1124,508,Nora Ibarra,Loyal,Paid Search,39,RC Car,Toys,3,31.59,10,85.29,0
2025-09-13,1125,551,Quinn Cohen,New,Social,8,Chino Pants,Apparel,1,19.13,0,19.13,0
2025-09-13,1125,551,Quinn Cohen,New,Social,26,Shampoo Bar,Beauty,2,6.56,0,13.12,0
2025-09-13,1126,613,Tessa Flynn,Champion,Direct,7,Rain Shell,Apparel,1,47.38,0,47.38,0
2025-09-13,1126,613,Tessa Flynn,Champion,Direct,17,Ceramic Mug,Home,3,41.86,5,119.3,0
2025-09-13,1127,625,Kai Marsh,Regular,Email,32,Foam Roller,Sports,1,32.11,0,32.11,0
2025-09-13,1127,625,Kai Marsh,Regular,Email,7,Rain Shell,Apparel,2,47.38,0,94.76,0
2025-09-13,1128,701,Mateo Yamada,Loyal,Paid Search,20,Towel Set,Home,2,27.39,0,54.78,0
2025-09-13,1129,803,Avery Petrov,Champion,Social,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-09-13,1130,818,Morgan Novak,At-Risk,Referral,29,Yoga Mat,Sports,1,9.44,20,7.55,0
2025-09-13,1130,818,Morgan Novak,At-Risk,Referral,1,Crew Tee,Apparel,2,65.04,25,97.56,0
2025-09-13,1131,835,Devon Tan,Champion,Social,24,Lip Balm,Beauty,1,7.33,20,5.86,0
2025-09-13,1132,865,Mateo Ibarra,Champion,Organic,14,Power Bank,Electronics,1,32.12,25,24.09,1
2025-09-13,1133,887,Ezra Osei,Champion,Referral,35,Building Blocks,Toys,2,26.57,0,53.14,0
2025-09-13,1134,900,Wren Costa,Regular,Direct,22,Scented Candle,Home,1,28.02,0,28.02,0
2025-09-13,1135,905,Tessa Sullivan,New,Paid Search,18,LED Lamp,Home,1,7.96,0,7.96,0
2025-09-13,1135,905,Tessa Sullivan,New,Paid Search,33,Jump Rope,Sports,1,37.97,0,37.97,0
2025-09-13,1136,912,Tessa Larsen,Champion,Organic,11,Phone Case,Electronics,1,78.98,10,71.08,0
2025-09-13,1136,912,Tessa Larsen,Champion,Organic,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-09-13,1136,912,Tessa Larsen,Champion,Organic,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-09-13,1137,915,Maya Costa,Loyal,Social,23,Vitamin C Serum,Beauty,2,44.82,0,89.64,0
2025-09-13,1137,915,Maya Costa,Loyal,Social,4,Joggers,Apparel,2,26.02,10,46.84,0
2025-09-13,1138,928,Casey Kowalski,Champion,Organic,38,Board Game,Toys,2,45.03,5,85.56,0
2025-09-13,1138,928,Casey Kowalski,Champion,Organic,40,Art Kit,Toys,2,28.28,0,56.56,0
2025-09-13,1138,928,Casey Kowalski,Champion,Organic,2,Hoodie,Apparel,2,70.91,0,141.82,0
2025-09-13,1138,928,Casey Kowalski,Champion,Organic,10,USB-C Cable,Electronics,1,62.97,10,56.67,0
2025-09-13,1139,935,Quinn Tan,Champion,Social,23,Vitamin C Serum,Beauty,1,44.82,10,40.34,0
2025-09-13,1139,935,Quinn Tan,Champion,Social,27,Hand Cream,Beauty,3,11.54,5,32.89,0
